GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH5001,AH5002,AH5003,AH5004,AH5005,AH5006,AG7001,AG7002,AG7003,AG7004,AG8001,AG8002,AG8003,AG8004,AG8005,AG8006,AG8007,AHV001,AHV002,AHV003,AHV004,AHV005,AHV006,AHV007,AHV008,AHV009,AHV010,AHV011,AHV012,AHV013,AHV014,AHV015,AHV016,AHV017,AHV018,AHV019,AHV020,AHV021,AHV022,AHV023,AHV024,AHV025,AHV026,AHV027,AHV028,AHV029,AHV030,AHW001,AHW002
"G2701610","1860","Minnesota","270","Waseca","1610","Waseca",2601,1769,0,1,831,0,0,0,150,335,8595,5,44,120,19,3,0,0,47,232,190,124,92,241,240,119,37,40,9,0,0,0,0,62,222,201,137,94,196,182,73,36,22,5,0,0,0,0,,
"G2701630","1860","Minnesota","270","Washington","1630","Washington",6123,3679,7,0,2437,0,0,0,335,152,25430,67,70,177,90,46,0,0,137,428,359,239,193,878,742,316,113,55,18,3,0,0,0,138,434,342,256,226,528,419,164,65,49,19,2,0,0,0,,
"G2701690","1860","Minnesota","270","Winona","1690","Winona",9208,6678,1,16,2511,0,2,7,200,0,30401,49,154,351,164,41,0,0,189,741,581,414,382,989,856,409,237,104,26,3,0,0,0,200,674,555,395,409,883,619,282,162,78,18,2,0,0,0,,
"G2701710","1860","Minnesota","270","Wright","1710","Wright",3729,2531,0,6,1191,0,1,20,10762,81,21328,284,189,141,27,4,0,0,80,291,235,196,136,439,372,166,112,43,12,3,1,0,0,74,269,215,172,128,340,231,107,77,26,3,1,0,0,0,,
"G2800010","1860","Mississippi","280","Adams","0010","Adams",20165,4408,26,197,1240,2,0,22210,49211,6980,74180,0,10,21,7,77,70,29,139,836,892,886,893,1949,1811,1593,686,295,82,18,12,0,0,153,929,1108,987,1063,1792,1696,1393,558,291,69,17,7,0,10,,
"G2800050","1860","Mississippi","280","Amite","0050","Amite",12336,4307,7,2,120,0,0,13400,350,9586,104859,4,20,115,135,268,41,6,194,859,865,913,676,1137,705,494,232,130,48,17,5,1,0,225,874,899,860,658,1036,666,439,209,123,47,19,3,2,0,,
"G2800070","1860","Mississippi","280","Attala","0070","Attala",14169,9074,6,4,70,0,0,100,100,18405,170819,37,91,405,328,275,10,3,207,1010,1154,1049,846,1191,796,513,255,118,42,13,3,2,0,251,991,1107,1021,860,1181,747,420,213,127,40,9,1,2,0,,
"G2800110","1860","Mississippi","280","Bolivar","0110","Bolivar",10471,1344,0,0,49,0,0,0,0,0,35836,2,1,8,19,132,44,17,126,576,551,584,546,1353,893,456,209,116,20,8,3,3,0,142,668,599,558,578,1158,642,387,170,84,27,9,2,2,1,,
"G2800130","1860","Mississippi","280","Calhoun","0130","Calhoun",9518,7684,0,0,11,0,0,797,0,23046,125209,13,85,445,273,148,5,0,139,647,847,760,544,762,509,321,199,112,36,9,1,0,1,127,606,815,669,624,778,478,283,136,84,22,7,2,0,0,,
"G2800150","1860","Mississippi","280","Carroll","0150","Carroll",22035,8113,10,3,101,0,0,2555,2752,3949,289218,10,42,192,228,400,60,18,303,1416,1627,1568,1278,2098,1308,825,416,245,63,13,6,1,0,279,1491,1566,1505,1372,2097,1235,726,328,192,58,13,1,4,1,,
"G2800170","1860","Mississippi","280","Chickasaw","0170","Chickasaw",16426,7290,1,0,48,0,0,4349,360,45996,277844,4,74,219,253,316,46,4,213,1170,1294,1252,992,1553,890,582,314,154,48,19,4,0,1,300,1123,1240,1175,1006,1458,778,493,197,123,32,10,4,1,0,,
"G2800190","1860","Mississippi","280","Choctaw","0190","Choctaw",15722,11477,0,0,48,0,0,622,0,136848,192526,39,127,564,414,234,8,1,263,1169,1292,1142,912,1377,796,511,336,162,44,17,1,3,0,231,1115,1221,1169,924,1354,752,478,266,130,41,13,3,0,0,,
"G2800210","1860","Mississippi","280","Claiborne","0210","Claiborne",15679,3085,9,35,254,0,0,23250,18015,128245,110385,5,9,31,28,135,73,24,251,1024,1014,987,810,1514,1074,679,327,186,69,9,6,3,2,243,1045,1032,931,892,1378,956,671,295,175,71,20,9,6,0,,
"G2800230","1860","Mississippi","280","Clarke","0230","Clarke",10771,5634,1,2,58,0,0,1000,0,2393,74318,6,23,108,101,150,8,2,173,796,838,810,591,925,575,374,213,137,37,9,2,0,2,171,773,806,757,679,929,532,332,181,76,31,14,5,3,0,,
"G2800270","1860","Mississippi","280","Coahoma","0270","Coahoma",6606,1484,0,0,37,0,0,1000,0,0,17648,0,10,32,27,73,20,4,82,402,470,418,401,827,483,239,118,56,16,3,1,0,0,87,405,465,375,362,696,389,188,68,46,5,3,1,0,0,,
"G2800290","1860","Mississippi","280","Copiah","0290","Copiah",15398,7346,0,1,86,0,0,150,50,1668,136304,0,33,214,211,289,34,5,208,1095,1210,1074,896,1420,863,556,298,152,28,8,3,0,39,207,1107,1149,1060,949,1325,785,547,220,117,40,15,3,3,21,,
"G2800310","1860","Mississippi","280","Covington","0310","Covington",4408,2825,0,0,20,0,0,2861,0,75190,86975,8,30,139,83,86,1,0,61,339,408,332,238,366,203,149,74,58,15,4,0,1,1,83,332,347,314,251,359,216,130,65,46,13,2,0,0,1,,
"G2800330","1860","Mississippi","280","DeSoto","0330","De Soto",23336,9234,0,0,115,0,0,13049,320,7521,250507,2,40,180,270,490,64,9,336,1613,1679,1711,1357,2515,1348,798,419,245,36,17,5,4,2,324,1548,1603,1546,1380,2239,1243,727,371,204,43,15,3,5,0,,
"G2800370","1860","Mississippi","280","Franklin","0370","Franklin",8265,3463,0,15,35,0,0,0,0,2358,58477,17,53,164,79,142,22,3,139,648,608,592,412,708,421,335,150,86,36,7,2,1,0,149,624,649,528,447,751,442,279,121,76,40,10,3,1,0,,
"G2800410","1860","Mississippi","280","Greene","0410","Greene",2232,1520,0,1,6,0,0,815,0,4351,24905,17,26,51,16,17,1,0,36,158,170,155,141,174,107,68,57,30,8,2,2,0,0,35,181,186,169,125,170,99,69,49,29,6,5,1,0,0,,
"G2800450","1860","Mississippi","280","Hancock","0450","Hancock",3139,2282,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,,
"G2800470","1860","Mississippi","280","Harrison","0470","Harrison",4819,3167,6,47,584,0,0,4800,865,1694,11183,8,23,21,1,4,0,3,74,319,373,299,235,395,343,259,138,72,21,8,0,1,1,91,306,339,281,238,412,287,175,84,44,18,4,1,1,0,,
"G2800490","1860","Mississippi","280","Hinds","0490","Hinds",31339,8344,7,29,596,0,0,5459,4157,1016,226842,0,6,40,75,352,97,25,391,1969,2207,2119,1771,3258,1956,1329,633,336,99,23,5,7,14,460,2032,2046,1979,1922,2977,1745,1139,507,277,101,25,5,6,1,,
"G2800510","1860","Mississippi","280","Holmes","0510","Holmes",17791,5699,1,9,107,0,0,205,5,9477,205809,9,22,82,116,327,64,10,273,1105,1214,1202,1021,1806,1065,695,331,176,45,10,2,0,28,233,1179,1217,1245,1097,1711,1007,583,293,162,52,14,3,1,21,,
"G2800550","1860","Mississippi","280","Issaquena","0550","Issaquena",7831,569,0,0,18,0,0,0,0,0,600,1,0,1,4,40,41,17,80,431,466,451,378,799,611,441,195,114,31,15,0,2,0,111,521,505,370,393,755,507,365,162,83,30,11,1,3,0,,
"G2800570","1860","Mississippi","280","Itawamba","0570","Itawamba",17695,14070,2,9,86,0,0,2156,1938,86699,197263,27,99,589,454,265,5,1,286,1292,1461,1374,1023,1594,932,562,351,191,64,12,0,0,2,294,1188,1375,1219,1030,1553,839,534,303,152,52,8,2,2,0,,
"G2800590","1860","Mississippi","280","Jackson","0590","Jackson",4122,2793,6,74,162,0,0,8389,0,6355,10146,0,11,45,10,4,0,0,61,273,322,247,239,433,235,163,75,60,13,10,0,0,3,67,293,344,275,232,325,200,111,69,55,10,6,0,0,1,,
"G2800610","1860","Mississippi","280","Jasper","0610","Jasper",11007,6364,0,5,89,0,0,133,0,20820,129214,0,62,322,173,206,15,1,163,808,963,853,634,956,551,360,219,114,36,12,1,3,0,160,775,861,765,662,891,553,336,166,116,32,16,1,0,0,,
"G2800630","1860","Mississippi","280","Jefferson","0630","Jefferson",15349,2705,13,22,213,0,0,7280,12345,40782,149704,0,2,21,40,161,67,28,214,976,972,938,788,1524,990,645,348,230,67,21,5,0,48,242,1028,1009,930,862,1380,913,598,284,207,72,15,2,0,41,,
"G2800670","1860","Mississippi","280","Jones","0670","Jones",3323,2909,0,0,7,0,0,2127,0,19782,34837,14,68,180,72,27,0,0,47,271,301,226,188,274,166,100,66,29,17,4,0,2,0,34,251,272,262,195,276,148,96,54,28,12,4,0,0,0,,
"G2800690","1860","Mississippi","280","Kemper","0690","Kemper",11682,5883,0,5,53,0,0,1310,0,17684,146413,8,46,219,195,257,26,4,65,968,963,896,686,1082,633,388,249,124,30,9,0,2,0,63,847,847,814,743,1047,566,334,175,103,34,9,3,2,0,,
"G2800710","1860","Mississippi","280","Lafayette","0710","Lafayette",16125,8909,6,1,80,0,0,300,400,27490,229461,8,48,260,296,267,25,9,223,1109,1307,1269,941,1502,907,571,362,173,49,7,4,0,2,219,1020,1216,1154,952,1297,830,522,290,138,43,10,5,2,1,,
"G2800750","1860","Mississippi","280","Lauderdale","0750","Lauderdale",13313,8097,1,0,127,0,0,11257,25,19063,134880,3,78,397,240,227,14,3,202,941,1054,954,788,1236,765,423,261,148,32,14,4,1,0,210,916,1052,945,774,1145,670,399,210,115,41,11,2,0,0,,
"G2800770","1860","Mississippi","280","Lawrence","0770","Lawrence",9213,5382,3,1,131,0,0,0,0,10367,94616,8,29,225,184,189,10,0,93,677,771,702,509,800,504,345,169,118,24,12,1,0,0,126,663,748,653,518,789,489,262,130,80,25,2,3,0,0,,
"G2800790","1860","Mississippi","280","Leake","0790","Leake",9324,6231,0,2,35,0,0,4590,0,14278,104103,4,49,245,196,176,8,1,174,649,786,672,550,844,434,296,205,94,43,9,2,0,0,150,652,720,668,540,825,428,296,145,95,37,5,2,3,0,,
"G2800870","1860","Mississippi","280","Lowndes","0870","Lowndes",23625,6717,3,1,174,0,0,0,0,9596,275198,1,7,106,134,257,112,17,434,1592,1527,1532,1354,2335,1564,873,441,299,80,15,6,1,0,466,1688,1596,1431,1440,2092,1378,725,424,239,67,23,2,1,0,,
"G2800890","1860","Mississippi","280","Madison","0890","Madison",23382,4977,0,4,283,0,0,2029,1120,18628,232335,0,9,53,59,278,138,59,361,1470,1625,1532,1330,2473,1374,912,502,245,61,14,3,3,4,402,1488,1579,1520,1410,2193,1313,863,406,205,64,22,4,2,2,,
"G2800910","1860","Mississippi","280","Marion","0910","Marion",4686,2489,0,1,11,0,0,0,0,10773,44970,3,36,126,74,81,3,0,94,346,392,352,260,391,234,123,89,66,19,9,0,3,0,88,385,364,364,256,358,206,132,79,55,15,6,0,0,0,,
"G2800930","1860","Mississippi","280","Marshall","0930","Marshall",28823,10966,4,4,410,0,0,9995,2515,49656,350295,2,30,173,256,446,95,15,414,1828,2128,2101,1660,2998,1677,1043,565,274,86,22,3,3,25,421,1854,2058,1943,1781,2634,1498,918,499,251,96,22,2,2,17,,
"G2800950","1860","Mississippi","280","Monroe","0950","Monroe",21283,8478,8,1,67,0,0,2464,3211,22944,284321,14,58,226,232,286,73,14,257,1475,1476,1437,1230,2198,1215,716,411,274,82,7,1,6,10,221,1517,1494,1391,1284,2096,1103,682,392,219,62,17,1,3,6,,
"G2800990","1860","Mississippi","280","Neshoba","0990","Neshoba",8343,6094,0,0,37,0,0,151,0,19985,80224,4,78,271,205,148,1,0,176,641,741,594,475,686,405,253,171,84,27,7,1,0,2,160,600,648,564,513,688,416,238,143,79,22,9,0,0,0,,
"G2801010","1860","Mississippi","280","Newton","1010","Newton",9661,6178,0,3,101,0,0,0,0,11299,74198,8,29,244,169,146,12,1,187,719,813,701,527,850,514,288,179,96,33,13,1,3,0,181,681,777,709,579,817,457,279,151,72,21,7,5,1,0,,
"G2801030","1860","Mississippi","280","Noxubee","1030","Noxubee",20667,5127,0,0,44,0,0,90,265,9513,327037,13,13,85,88,272,105,19,207,1460,1430,1464,1199,2032,1233,767,325,247,50,15,3,4,44,232,1453,1453,1406,1263,1936,1145,678,310,176,60,20,3,5,47,,
"G2801050","1860","Mississippi","280","Oktibbeha","1050","Oktibbeha",12977,5301,12,6,27,0,0,18875,80,28896,181220,4,65,200,140,231,23,10,205,964,1027,938,739,1261,718,459,273,133,40,9,2,0,0,165,844,989,818,787,1186,673,391,187,110,37,18,2,2,0,,
"G2801070","1860","Mississippi","280","Panola","1070","Panola",13794,5172,0,0,65,0,0,5630,5774,6813,186991,51,99,576,507,407,31,1,149,939,997,991,785,1583,843,498,252,133,43,7,2,1,1,146,936,965,953,879,1211,708,418,214,97,26,15,0,1,1,,
"G2801110","1860","Mississippi","280","Perry","1110","Perry",2606,1854,0,10,4,0,0,4903,0,7186,36299,19,54,69,47,29,0,0,54,173,213,196,166,209,104,81,56,42,10,4,0,2,0,44,178,200,210,154,211,123,90,50,24,7,3,2,0,0,,
"G2801130","1860","Mississippi","280","Pike","1130","Pike",11135,5860,15,11,314,0,0,10236,5576,17644,116462,22,43,234,183,197,10,0,126,908,902,803,648,997,629,378,193,114,36,3,2,1,2,126,877,818,811,666,908,541,353,177,76,29,10,1,0,0,,
"G2801150","1860","Mississippi","280","Pontotoc","1150","Pontotoc",22113,14460,2,2,53,0,0,6392,271,57320,277800,8,33,144,172,271,28,10,250,1567,1762,1709,1331,1988,1158,744,444,228,72,13,2,3,20,263,1545,1725,1607,1338,1866,1126,690,354,206,52,19,1,2,28,,
"G2801210","1860","Mississippi","280","Rankin","1210","Rankin",13635,6449,2,0,81,0,0,10140,0,11457,130426,11,76,237,196,285,19,3,216,918,1035,994,756,1279,740,445,268,169,33,4,1,1,0,216,1009,1058,959,829,1227,687,407,201,134,28,13,5,3,0,,
"G2801230","1860","Mississippi","280","Scott","1230","Scott",8139,5102,0,0,78,0,0,121,1665,14733,83472,20,66,188,137,117,3,0,144,578,677,585,495,753,449,282,164,79,23,3,0,0,1,118,540,655,571,465,708,384,238,117,65,31,12,1,1,0,,
"G2801270","1860","Mississippi","280","Simpson","1270","Simpson",6080,3719,0,12,25,0,0,0,0,13275,75470,1,26,139,130,126,2,2,97,477,520,491,341,459,277,211,79,77,25,2,2,1,4,96,429,529,423,359,517,281,194,95,57,28,3,2,0,4,,
"G2801290","1860","Mississippi","280","Smith","1290","Smith",7638,5417,0,8,18,0,0,0,0,31263,71383,4,62,249,147,120,1,0,149,582,654,614,416,620,361,217,137,74,20,10,0,1,1,140,511,611,580,463,636,406,234,111,58,26,5,1,0,0,,
"G2801330","1860","Mississippi","280","Sunflower","1330","Sunflower",5019,1102,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,,
"G2801350","1860","Mississippi","280","Tallahatchie","1350","Tallahatchie",7890,2799,1,0,36,0,0,46,61,2308,99379,17,39,81,92,143,21,3,120,477,504,542,451,925,483,324,162,64,15,5,0,1,13,113,511,522,468,472,799,446,268,120,58,20,5,1,1,0,,
"G2801390","1860","Mississippi","280","Tippah","1390","Tippah",22550,16163,5,8,43,0,0,6416,282,144269,259561,39,231,814,608,333,22,3,430,1535,1763,1699,1304,1983,1168,698,490,230,79,11,2,1,14,358,1479,1741,1635,1308,2050,1126,691,441,204,78,19,3,2,8,,
"G2801410","1860","Mississippi","280","Tishomingo","1410","Tishomingo",24149,18882,0,9,277,0,0,3360,1253,83990,230527,28,84,549,496,312,7,2,435,1679,1826,1818,1383,2225,1292,813,514,257,59,18,4,1,0,387,1540,1944,1699,1480,2093,1242,716,423,209,70,14,6,2,0,,
"G2801430","1860","Mississippi","280","Tunica","1430","Tunica",4366,871,0,0,12,0,0,0,0,0,45098,2,4,20,10,57,18,1,74,265,261,237,274,591,358,156,86,44,11,5,0,3,1,54,299,282,239,249,429,232,112,56,35,10,0,3,0,0,,
"G2801490","1860","Mississippi","280","Warren","1490","Warren",20696,5855,2,35,1041,0,0,31966,8095,51798,114155,15,29,47,43,186,55,21,266,1410,1196,1366,1294,2260,1750,1117,507,278,77,30,4,4,11,280,1327,1077,1138,1126,1995,1186,473,238,175,72,28,5,6,0,,
"G2801510","1860","Mississippi","280","Washington","1510","Washington",15679,1212,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,,
"G2801530","1860","Mississippi","280","Wayne","1530","Wayne",3691,1737,0,0,7,0,0,3676,0,1285,25431,0,9,69,27,40,2,1,42,268,287,231,185,327,240,179,55,25,12,0,0,0,0,19,304,268,272,249,302,255,99,37,24,6,3,1,0,1,,
"G2801570","1860","Mississippi","280","Wilkinson","1570","Wilkinson",15933,2715,10,12,64,0,0,614,0,428,75928,9,23,62,60,171,53,23,163,1074,1112,971,876,1329,983,814,356,221,64,28,8,7,1,184,955,1056,934,994,1433,1054,669,328,212,83,18,1,5,0,,
"G2801590","1860","Mississippi","280","Winston","1590","Winston",9811,5527,0,5,56,0,0,650,0,14820,119105,0,37,245,220,207,15,1,101,787,736,699,588,858,490,308,198,123,42,9,4,0,8,100,748,728,711,607,854,476,290,182,115,35,5,2,0,7,,
"G2801610","1860","Mississippi","280","Yalobusha","1610","Yalobusha",16952,7070,1,5,345,0,0,0,0,220,141075,5,31,157,178,288,45,8,243,1017,1217,1173,917,1735,1102,629,379,170,55,10,4,3,3,311,1035,1259,1124,1044,1588,888,553,272,162,41,10,5,3,0,,
"G2801630","1860","Mississippi","280","Yazoo","1630","Yazoo",22373,5360,0,0,297,0,0,2800,3120,0,165512,9,28,68,66,240,95,40,214,1320,1360,1261,1266,2429,1717,1025,532,267,72,18,4,3,3,333,1427,1416,1265,1375,2230,1403,766,371,231,47,12,1,3,2,,
"G2900010","1860","Missouri","290","Adair","0010","Adair",8531,8207,7,2,229,0,0,1244,431,20554,58161,10,39,222,216,140,1,0,146,651,704,589,465,777,496,328,222,78,21,4,0,0,0,166,627,631,548,481,685,414,257,154,65,17,5,0,0,0,,
"G2900030","1860","Missouri","290","Andrew","0030","Andrew",11850,10343,11,10,606,0,0,9560,850,20007,115333,3,64,365,376,139,0,0,181,824,877,829,708,1247,640,516,292,142,44,7,1,0,0,203,755,820,781,723,906,584,421,201,109,34,3,2,0,0,,
"G2900050","1860","Missouri","290","Atchison","0050","Atchison",4649,4329,9,3,249,0,0,450,6,7017,55945,22,39,197,142,94,1,0,92,338,387,318,282,495,314,186,103,48,16,4,0,0,0,84,319,310,285,249,342,234,134,69,29,10,1,0,0,0,,
"G2900070","1860","Missouri","290","Audrain","0070","Audrain",8075,6633,0,0,276,0,0,3096,9507,20522,93353,9,33,215,256,315,9,2,126,556,598,533,503,808,532,300,170,77,21,6,1,0,0,143,527,619,539,419,673,429,253,138,70,27,7,0,0,0,,
"G2900090","1860","Missouri","290","Barry","0090","Barry",7995,7725,0,10,13,0,0,990,150,20985,65759,13,66,242,175,62,1,0,146,614,731,620,421,606,394,298,142,65,26,4,1,0,1,147,583,680,594,448,653,381,252,112,56,12,7,0,1,0,,
"G2900110","1860","Missouri","290","Barton","0110","Barton",1817,1778,0,0,18,0,0,74,101,1836,14549,4,18,67,37,17,0,0,35,123,139,129,109,199,120,71,37,14,2,0,0,0,1,24,113,135,118,104,173,83,53,27,8,0,0,0,0,0,,
"G2900130","1860","Missouri","290","Bates","0130","Bates",7215,6676,4,4,89,0,0,2074,8789,10036,63748,2,18,135,151,111,4,0,126,512,564,529,406,772,446,271,143,70,15,6,1,0,2,110,468,537,473,427,613,344,203,118,45,9,3,1,0,1,,
"G2900150","1860","Missouri","290","Benton","0150","Benton",9072,7434,8,5,1026,0,0,692,375,10886,69302,55,174,428,227,114,2,0,172,677,807,635,504,689,493,416,188,88,29,11,0,0,1,158,649,702,608,493,723,495,287,146,83,15,2,1,0,0,,
"G2900170","1860","Missouri","290","Bollinger","0170","Bollinger",7371,6853,0,0,273,0,0,6456,50,15850,62395,23,135,418,217,48,0,0,146,542,622,537,425,579,407,238,136,74,21,4,1,0,1,156,512,579,510,411,643,368,238,125,73,17,4,0,0,2,,
"G2900190","1860","Missouri","290","Boone","0190","Boone",19486,14130,48,5,269,0,0,25703,1240,33817,212965,36,104,342,415,644,35,10,332,1354,1482,1328,1158,1829,1135,715,441,244,89,20,3,0,0,293,1310,1392,1230,1092,1721,1029,612,406,192,59,19,1,0,0,,
"G2900210","1860","Missouri","290","Buchanan","0210","Buchanan",23861,17782,28,23,4017,0,0,30657,5625,20346,208836,20,47,324,445,379,6,1,323,1715,1618,1349,1194,2981,1945,1027,462,200,53,9,3,1,3,324,1609,1665,1310,1239,2196,1356,683,381,151,45,15,1,2,1,,
"G2900230","1860","Missouri","290","Butler","0230","Butler",2891,2806,2,0,31,0,0,266,0,4631,20657,29,63,105,37,17,1,0,0,225,253,214,158,305,185,108,51,26,4,3,1,0,0,0,231,231,185,171,255,151,73,35,20,4,2,0,0,0,,
"G2900250","1860","Missouri","290","Caldwell","0250","Caldwell",5034,4670,2,0,140,0,0,2936,907,17493,57970,23,35,185,157,131,1,0,84,395,385,327,326,491,272,212,109,48,17,4,0,0,0,78,306,346,364,307,416,218,196,76,43,12,2,0,0,0,,
"G2900270","1860","Missouri","290","Callaway","0270","Callaway",17449,12298,29,2,597,0,0,28951,6206,46876,192832,18,92,371,390,563,21,5,259,1159,1312,1260,1061,1623,972,674,414,236,70,14,3,1,26,255,1155,1228,1146,998,1470,897,622,366,146,64,7,2,2,7,,
"G2900290","1860","Missouri","290","Camden","0290","Camden",4975,4715,0,0,54,0,0,998,373,8125,29254,5,58,196,100,31,0,0,125,374,408,357,262,456,266,170,88,37,13,3,0,0,0,84,396,404,340,292,388,244,150,74,32,10,2,0,0,0,,
"G2900310","1860","Missouri","290","Cape Girardeau","0310","Cape Girardeau",15547,11118,15,38,2843,0,0,25451,922,29619,136231,42,162,722,442,170,3,0,265,1041,1078,999,947,1448,1034,663,374,176,37,11,2,0,2,258,1003,1082,1020,875,1307,837,561,326,138,47,10,2,1,3,,
"G2900330","1860","Missouri","290","Carroll","0330","Carroll",9763,8390,3,0,302,0,0,6887,9214,16690,116186,5,24,229,213,203,0,0,161,727,742,734,584,874,586,402,195,89,24,4,0,0,0,187,699,733,628,569,802,453,327,152,67,17,7,0,0,0,,
"G2900350","1860","Missouri","290","Carter","0350","Carter",1235,1190,0,15,10,0,0,465,0,2615,8064,8,24,66,24,6,0,0,27,97,120,77,57,107,67,45,22,17,4,0,1,0,0,26,92,88,76,72,103,67,33,20,12,4,0,1,0,0,,
"G2900370","1860","Missouri","290","Cass","0370","Cass",9794,8603,3,0,178,0,0,9984,2280,25594,147174,19,28,261,309,282,4,1,173,651,705,651,599,1116,604,360,209,77,21,4,1,0,2,140,674,771,614,563,861,476,264,152,78,25,3,0,0,0,,
"G2900390","1860","Missouri","290","Cedar","0390","Cedar",6637,6395,0,6,25,0,0,808,0,20619,52244,44,165,368,204,86,0,0,124,474,550,505,391,546,357,234,119,61,16,5,3,0,2,108,466,506,494,390,574,332,193,110,58,10,1,1,0,7,,
"G2900410","1860","Missouri","290","Chariton","0410","Chariton",12562,9103,34,17,569,0,0,8553,305,16563,156930,44,120,401,303,234,9,1,257,911,932,839,727,1227,825,474,266,114,35,8,2,1,0,207,874,922,812,710,1034,634,375,228,111,28,5,1,1,2,,
"G2900430","1860","Missouri","290","Christian","0430","Christian",5491,5259,0,0,3,0,0,906,207,22806,48435,18,76,208,122,60,0,0,85,420,503,427,288,395,292,201,88,37,18,4,1,0,4,91,389,450,421,323,446,297,166,81,40,14,5,2,0,3,,
"G2900450","1860","Missouri","290","Clark","0450","Clark",11684,10489,13,0,727,0,0,2701,215,6898,133124,25,56,344,311,240,4,0,183,820,920,778,695,1081,756,482,303,122,25,5,4,0,0,161,816,825,755,605,1005,633,360,227,81,33,5,2,2,0,,
"G2900470","1860","Missouri","290","Clay","0470","Clay",13023,9104,41,2,421,0,0,24770,2335,21227,211521,11,29,209,243,418,19,4,158,891,998,888,793,1274,830,457,311,178,48,6,1,0,0,147,879,959,857,738,1085,660,454,245,126,33,4,2,1,0,,
"G2900490","1860","Missouri","290","Clinton","0490","Clinton",7848,6439,9,10,246,0,0,8736,1580,16519,88768,6,25,161,210,262,8,3,134,573,618,555,471,791,483,308,171,62,27,6,0,0,0,117,555,542,504,435,685,352,245,128,59,23,2,1,1,0,,
"G2900510","1860","Missouri","290","Cole","0510","Cole",9697,6576,54,10,2069,1,0,2132,1655,4649,79520,24,130,409,194,98,0,0,123,655,677,583,534,1105,728,495,243,141,42,4,0,0,0,126,588,645,609,489,744,520,317,185,104,30,9,1,0,0,,
"G2900530","1860","Missouri","290","Cooper","0530","Cooper",17356,11605,19,9,1923,0,0,30063,4362,17612,181639,35,129,373,325,351,26,2,275,1132,1262,1100,994,1727,1103,684,475,222,65,18,0,0,0,275,1079,1151,1076,1039,1506,924,604,392,176,54,17,4,2,0,,
"G2900550","1860","Missouri","290","Crawford","0550","Crawford",5823,5478,1,0,162,0,0,2941,209,13296,59076,62,111,265,143,46,0,0,96,417,498,398,346,536,312,201,116,73,19,4,1,0,0,115,410,460,391,306,501,277,182,97,43,21,1,2,0,0,,
"G2900570","1860","Missouri","290","Dade","0570","Dade",7072,6693,5,0,28,0,0,2858,1491,28709,61396,25,79,285,211,100,0,0,115,505,549,571,444,588,366,269,128,75,24,2,1,0,0,116,454,553,538,432,562,363,224,118,55,14,5,1,0,0,,
"G2900590","1860","Missouri","290","Dallas","0590","Dallas",5892,5772,1,0,5,0,0,1429,178,22898,51250,25,79,213,179,121,0,0,120,445,490,416,342,448,348,197,108,50,21,0,1,0,0,111,458,512,422,303,483,293,169,89,49,17,0,0,0,0,,
"G2900610","1860","Missouri","290","Daviess","0610","Daviess",9606,9166,0,0,82,0,0,6154,201,11304,57480,24,106,435,274,242,2,3,125,703,765,710,628,875,563,390,203,97,26,4,1,0,0,138,683,720,638,558,800,448,291,150,69,17,3,1,0,0,,
"G2900630","1860","Missouri","290","DeKalb","0630","De Kalb",5224,4947,6,0,134,0,0,5637,1119,9486,54395,6,40,218,193,97,1,0,97,403,435,365,293,481,286,207,98,41,21,5,1,0,0,103,370,408,352,283,425,262,163,71,41,11,2,0,0,0,,
"G2900650","1860","Missouri","290","Dent","0650","Dent",5654,5456,0,0,42,0,0,0,0,7254,38171,43,99,256,96,40,1,0,94,429,519,412,314,461,323,188,128,44,13,3,2,0,0,106,419,474,382,293,446,316,135,105,37,7,3,0,1,0,,
"G2900670","1860","Missouri","290","Douglas","0670","Douglas",2414,2414,0,0,0,0,0,175,0,7310,16275,27,80,109,35,8,0,0,44,207,231,187,113,192,124,77,47,20,7,1,1,0,0,51,162,220,153,142,214,100,71,33,12,5,0,0,0,0,,
"G2900690","1860","Missouri","290","Dunklin","0690","Dunklin",5026,4848,0,0,7,0,0,0,0,6473,40708,48,73,150,63,39,1,0,95,368,442,394,281,424,271,165,87,37,7,2,1,0,1,90,355,429,342,313,437,253,145,54,26,5,0,1,0,1,,
"G2900710","1860","Missouri","290","Franklin","0710","Franklin",18085,11514,13,6,4951,0,0,20096,20,5606,162446,63,257,1046,348,128,0,0,267,1326,1335,1231,973,1653,1249,853,477,236,67,13,1,1,2,298,1283,1322,1090,852,1338,991,614,369,179,54,10,1,0,0,,
"G2900730","1860","Missouri","290","Gasconade","0730","Gasconade",8727,5505,1,8,3137,0,0,6857,9639,16518,71802,26,196,604,155,32,0,0,165,672,705,574,467,679,542,402,289,93,23,2,0,0,0,155,673,610,551,399,608,468,330,228,76,14,1,1,0,0,,
